کلاس کالا,کد کلاس,سرگروه کالا,کد سرگروه,گروه کالا,کد گروه,شناسه تکمیلی,کد شناسه,ویژگی اصلی فنی,کد ویژگی اصلی,ویژگی فرعی فنی,کد ویژگی فرعی,شرح کالا,کد سریال,کد کامل
کالاي نيمه ساخته,33,برندهاي چيني,5,گروه محصولي شکاري,09,کاربرد ندارد,00,پیش ‌مونتاژ فرمان و پنل‌ ها,002,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-09-00-002-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5,گروه محصولي شکاري,09,کاربرد ندارد,00,پیش ‌مونتاژ مجموعه چرخ جلو,003,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-09-00-003-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5,گروه محصولي شکاري,09,کاربرد ندارد,00,پیش ‌مونتاژ مجموعه چرخ عقب,004,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-09-00-004-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5,گروه محصولي شکاري,09,کاربرد ندارد,00,پیش‌ مونتاژ مجموعه سیم‌کشی و چراغ‌ها,005,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-09-00-005-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5,گروه محصولي شکاري,09,کاربرد ندارد,00,پیش مونتاژ کلاستر و پنل,006,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-09-00-006-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چينچي (Qingqi),10,کاربرد ندارد,00,پیش ‌مونتاژ انجین و قوای محرکه,001,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-10-00-001-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چينچي (Qingqi),10,کاربرد ندارد,00,پیش ‌مونتاژ فرمان و پنل‌ ها,002,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-10-00-002-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چينچي (Qingqi),10,کاربرد ندارد,00,پیش ‌مونتاژ مجموعه چرخ جلو,003,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-10-00-003-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چينچي (Qingqi),10,کاربرد ندارد,00,پیش ‌مونتاژ مجموعه چرخ عقب,004,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-10-00-004-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چينچي (Qingqi),10,کاربرد ندارد,00,پیش‌ مونتاژ مجموعه سیم‌کشی و چراغ‌ها,005,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-10-00-005-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چينچي (Qingqi),10,کاربرد ندارد,00,پیش مونتاژ کلاستر و پنل,006,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-10-00-006-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چين ,11,کاربرد ندارد,00,پیش ‌مونتاژ انجین و قوای محرکه,001,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-11-00-001-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چين ,11,کاربرد ندارد,00,پیش ‌مونتاژ فرمان و پنل‌ ها,002,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-11-00-002-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چين ,11,کاربرد ندارد,00,پیش ‌مونتاژ مجموعه چرخ جلو,003,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-11-00-003-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چين ,11,کاربرد ندارد,00,پیش ‌مونتاژ مجموعه چرخ عقب,004,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-11-00-004-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چين ,11,کاربرد ندارد,00,پیش‌ مونتاژ مجموعه سیم‌کشی و چراغ‌ها,005,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-11-00-005-00-001
کالاي نيمه ساخته,33,برندهاي چيني,5, گروه محصولي چين ,11,کاربرد ندارد,00,پیش مونتاژ کلاستر و پنل,006,فاقد مشخصه فرعی,00,شرح کالا,001,33-5-11-00-006-00-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,50 سی ‌سی,001,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-01-00-001-01-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,50 سی ‌سی,001,مجهز به CBS,02,شرح کالا,001,44-1-01-00-001-02-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,50 سی ‌سی,001,مجهز به ABS,03,شرح کالا,001,44-1-01-00-001-03-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,50 سی ‌سی,001,مجهز به ABS و TCS,04,شرح کالا,001,44-1-01-00-001-04-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,70 سی ‌سی,002,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-01-00-002-01-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,70 سی ‌سی,002,مجهز به CBS,02,شرح کالا,001,44-1-01-00-002-02-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,70 سی ‌سی,002,مجهز به ABS,03,شرح کالا,001,44-1-01-00-002-03-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,70 سی ‌سی,002,مجهز به ABS و TCS,04,شرح کالا,001,44-1-01-00-002-04-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),003,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-01-00-003-01-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),003,مجهز به CBS,02,شرح کالا,001,44-1-01-00-003-02-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),003,مجهز به ABS,03,شرح کالا,001,44-1-01-00-003-03-001
محصول نهايي,44,اسکوتر و شهري,1,Moped ,01,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),003,مجهز به ABS و TCS,04,شرح کالا,001,44-1-01-00-003-04-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,50 سی ‌سی,001,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-02-00-001-01-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,50 سی ‌سی,001,مجهز به CBS,02,شرح کالا,001,44-1-02-00-001-02-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,50 سی ‌سی,001,مجهز به ABS,03,شرح کالا,001,44-1-02-00-001-03-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,50 سی ‌سی,001,مجهز به ABS و TCS,04,شرح کالا,001,44-1-02-00-001-04-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,70 سی ‌سی,002,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-02-00-002-01-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,70 سی ‌سی,002,مجهز به CBS,02,شرح کالا,001,44-1-02-00-002-02-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,70 سی ‌سی,002,مجهز به ABS,03,شرح کالا,001,44-1-02-00-002-03-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,70 سی ‌سی,002,مجهز به ABS و TCS,04,شرح کالا,001,44-1-02-00-002-04-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,110 سی ‌سی,003,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-02-00-003-01-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,110 سی ‌سی,003,مجهز به CBS,02,شرح کالا,001,44-1-02-00-003-02-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,110 سی ‌سی,003,مجهز به ABS,03,شرح کالا,001,44-1-02-00-003-03-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,110 سی ‌سی,003,مجهز به ABS و TCS,04,شرح کالا,001,44-1-02-00-003-04-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),004,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-02-00-004-01-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),004,مجهز به CBS,02,شرح کالا,001,44-1-02-00-004-02-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),004,مجهز به ABS,03,شرح کالا,001,44-1-02-00-004-03-001
محصول نهايي,44,اسکوتر و شهري,1,Minibike,02,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),004,مجهز به ABS و TCS,04,شرح کالا,001,44-1-02-00-004-04-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,125 سی ‌سی,001,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-03-00-001-01-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به CBS,02,شرح کالا,001,44-1-03-00-001-02-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS,03,شرح کالا,001,44-1-03-00-001-03-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS و TCS,04,شرح کالا,001,44-1-03-00-001-04-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,150 سی ‌سی,002,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-03-00-002-01-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به CBS,02,شرح کالا,001,44-1-03-00-002-02-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS,03,شرح کالا,001,44-1-03-00-002-03-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS و TCS,04,شرح کالا,001,44-1-03-00-002-04-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,160 سی ‌سی,003,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-03-00-003-01-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,160 سی ‌سی,003,مجهز به CBS,02,شرح کالا,001,44-1-03-00-003-02-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,160 سی ‌سی,003,مجهز به ABS,03,شرح کالا,001,44-1-03-00-003-03-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,160 سی ‌سی,003,مجهز به ABS و TCS,04,شرح کالا,001,44-1-03-00-003-04-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,200 سی ‌سی,004,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-03-00-004-01-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,200 سی ‌سی,004,مجهز به CBS,02,شرح کالا,001,44-1-03-00-004-02-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,200 سی ‌سی,004,مجهز به ABS,03,شرح کالا,001,44-1-03-00-004-03-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,200 سی ‌سی,004,مجهز به ABS و TCS,04,شرح کالا,001,44-1-03-00-004-04-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-03-00-017-01-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به CBS,02,شرح کالا,001,44-1-03-00-017-02-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به ABS,03,شرح کالا,001,44-1-03-00-017-03-001
محصول نهايي,44,اسکوتر و شهري,1,Scooter,03,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به ABS و TCS,04,شرح کالا,001,44-1-03-00-017-04-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,125 سی ‌سی,001,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-04-00-001-01-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به CBS,02,شرح کالا,001,44-1-04-00-001-02-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS,03,شرح کالا,001,44-1-04-00-001-03-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS و TCS,04,شرح کالا,001,44-1-04-00-001-04-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,150 سی ‌سی,002,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-04-00-002-01-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به CBS,02,شرح کالا,001,44-1-04-00-002-02-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS,03,شرح کالا,001,44-1-04-00-002-03-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS و TCS,04,شرح کالا,001,44-1-04-00-002-04-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,160 سی ‌سی,003,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-04-00-003-01-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,160 سی ‌سی,003,مجهز به CBS,02,شرح کالا,001,44-1-04-00-003-02-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,160 سی ‌سی,003,مجهز به ABS,03,شرح کالا,001,44-1-04-00-003-03-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,160 سی ‌سی,003,مجهز به ABS و TCS,04,شرح کالا,001,44-1-04-00-003-04-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,200 سی ‌سی,004,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-04-00-004-01-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,200 سی ‌سی,004,مجهز به CBS,02,شرح کالا,001,44-1-04-00-004-02-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,200 سی ‌سی,004,مجهز به ABS,03,شرح کالا,001,44-1-04-00-004-03-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,200 سی ‌سی,004,مجهز به ABS و TCS,04,شرح کالا,001,44-1-04-00-004-04-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-1-04-00-017-01-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به CBS,02,شرح کالا,001,44-1-04-00-017-02-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به ABS,03,شرح کالا,001,44-1-04-00-017-03-001
محصول نهايي,44,اسکوتر و شهري,1,Underbone,04,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به ABS و TCS,04,شرح کالا,001,44-1-04-00-017-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,125 سی ‌سی,001,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-01-00-001-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به CBS,02,شرح کالا,001,44-2-01-00-001-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS,03,شرح کالا,001,44-2-01-00-001-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS و TCS,04,شرح کالا,001,44-2-01-00-001-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,150 سی ‌سی,002,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-01-00-002-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به CBS,02,شرح کالا,001,44-2-01-00-002-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS,03,شرح کالا,001,44-2-01-00-002-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS و TCS,04,شرح کالا,001,44-2-01-00-002-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,200 سی ‌سی,003,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-01-00-003-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,200 سی ‌سی,003,مجهز به CBS,02,شرح کالا,001,44-2-01-00-003-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,200 سی ‌سی,003,مجهز به ABS,03,شرح کالا,001,44-2-01-00-003-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,200 سی ‌سی,003,مجهز به ABS و TCS,04,شرح کالا,001,44-2-01-00-003-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,250 سی ‌سی,004,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-01-00-004-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,250 سی ‌سی,004,مجهز به CBS,02,شرح کالا,001,44-2-01-00-004-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,250 سی ‌سی,004,مجهز به ABS,03,شرح کالا,001,44-2-01-00-004-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,250 سی ‌سی,004,مجهز به ABS و TCS,04,شرح کالا,001,44-2-01-00-004-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-01-00-017-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به CBS,02,شرح کالا,001,44-2-01-00-017-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به ABS,03,شرح کالا,001,44-2-01-00-017-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Sport,01,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به ABS و TCS,04,شرح کالا,001,44-2-01-00-017-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,125 سی ‌سی,001,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-02-00-001-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به CBS,02,شرح کالا,001,44-2-02-00-001-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS,03,شرح کالا,001,44-2-02-00-001-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS و TCS,04,شرح کالا,001,44-2-02-00-001-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,150 سی ‌سی,002,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-02-00-002-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به CBS,02,شرح کالا,001,44-2-02-00-002-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS,03,شرح کالا,001,44-2-02-00-002-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS و TCS,04,شرح کالا,001,44-2-02-00-002-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,200 سی ‌سی,003,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-02-00-003-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,200 سی ‌سی,003,مجهز به CBS,02,شرح کالا,001,44-2-02-00-003-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,200 سی ‌سی,003,مجهز به ABS,03,شرح کالا,001,44-2-02-00-003-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,200 سی ‌سی,003,مجهز به ABS و TCS,04,شرح کالا,001,44-2-02-00-003-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,250 سی ‌سی,004,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-02-00-004-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,250 سی ‌سی,004,مجهز به CBS,02,شرح کالا,001,44-2-02-00-004-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,250 سی ‌سی,004,مجهز به ABS,03,شرح کالا,001,44-2-02-00-004-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,250 سی ‌سی,004,مجهز به ABS و TCS,04,شرح کالا,001,44-2-02-00-004-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-02-00-017-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به CBS,02,شرح کالا,001,44-2-02-00-017-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به ABS,03,شرح کالا,001,44-2-02-00-017-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Cruiser,02,کاربرد ندارد,00,برقی (برای اسکوتر و دوچرخه برقی),017,مجهز به ABS و TCS,04,شرح کالا,001,44-2-02-00-017-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,125 سی ‌سی,001,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-03-00-001-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به CBS,02,شرح کالا,001,44-2-03-00-001-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS,03,شرح کالا,001,44-2-03-00-001-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,125 سی ‌سی,001,مجهز به ABS و TCS,04,شرح کالا,001,44-2-03-00-001-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,150 سی ‌سی,002,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-03-00-002-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به CBS,02,شرح کالا,001,44-2-03-00-002-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS,03,شرح کالا,001,44-2-03-00-002-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,150 سی ‌سی,002,مجهز به ABS و TCS,04,شرح کالا,001,44-2-03-00-002-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,200 سی ‌سی,003,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-03-00-003-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,200 سی ‌سی,003,مجهز به CBS,02,شرح کالا,001,44-2-03-00-003-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,200 سی ‌سی,003,مجهز به ABS,03,شرح کالا,001,44-2-03-00-003-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,200 سی ‌سی,003,مجهز به ABS و TCS,04,شرح کالا,001,44-2-03-00-003-04-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,250 سی ‌سی,004,استاندارد (بدون آپشن خاص),01,شرح کالا,001,44-2-03-00-004-01-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,250 سی ‌سی,004,مجهز به CBS,02,شرح کالا,001,44-2-03-00-004-02-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,250 سی ‌سی,004,مجهز به ABS,03,شرح کالا,001,44-2-03-00-004-03-001
محصول نهايي,44,جاده‌اي و اسپرت,2,Touring,03,کاربرد ندارد,00,250 سی ‌سی,004,مجهز به ABS و TCS,04,شرح کالا,001,44-2-03-00-004-04-001
